City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
230,archdale,US,2021-12-12 12:18:05,35.9146,-79.972,40.39,74,78,8.81,broken clouds,0.0,0
231,mfou,CM,2021-12-12 12:18:06,3.7159,11.6427,90.23,30,35,4.56,scattered clouds,0.0,0
232,karia,NG,2021-12-12 12:18:06,11.7306,11.1629,91.33,12,61,12.82,broken clouds,0.0,0
233,guerrero negro,MX,2021-12-12 12:18:06,27.9769,-114.0611,58.59,63,2,9.01,clear sky,0.0,0
234,rawson,AR,2021-12-12 12:18:07,-43.3002,-65.1023,64.89,29,0,22.86,clear sky,0.0,0
235,tyukhtet,RU,2021-12-12 12:18:07,56.5389,89.3011,8.56,93,100,8.59,overcast clouds,0.0,0
236,kahului,US,2021-12-12 12:16:01,20.8947,-156.47,71.62,93,75,16.11,broken clouds,0.0,0
237,sidi ali,DZ,2021-12-12 12:18:07,36.0998,0.4206,59.13,60,0,1.79,clear sky,0.0,0
238,voyvozh,RU,2021-12-12 12:18:08,62.892,54.9635,8.46,86,92,8.14,overcast clouds,0.0,0
239,constitucion,CL,2021-12-12 12:18:08,-35.3333,-72.4167,57.54,67,16,6.13,few clouds,0.0,0
240,betafo,MG,2021-12-12 12:18:09,-19.8333,46.85,86.76,22,59,7.4,broken clouds,0.0,0
241,strezhevoy,RU,2021-12-12 12:18:09,60.7333,77.5889,-7.02,98,28,5.26,scattered clouds,0.0,0
242,qaqortoq,GL,2021-12-12 12:18:09,60.7167,-46.0333,21.7,87,66,3.06,broken clouds,0.0,0
243,christchurch,NZ,2021-12-12 12:18:10,-43.5333,172.6333,57.0,73,75,3.0,broken clouds,0.0,0
244,zhigansk,RU,2021-12-12 12:18:10,66.7697,123.3711,-16.47,97,100,8.68,overcast clouds,0.0,0
245,almazar,UZ,2021-12-12 12:18:10,40.3217,69.0106,46.11,27,3,5.03,clear sky,0.0,0
246,kailua,US,2021-12-12 12:18:11,21.4022,-157.7394,73.38,49,95,20.56,light rain,0.0,0
247,grants,US,2021-12-12 12:18:11,35.1473,-107.8514,26.51,42,0,2.33,clear sky,0.0,0
248,flinders,AU,2021-12-12 12:18:12,-34.5833,150.8552,63.21,82,81,8.46,broken clouds,0.0,0
249,cacoal,BR,2021-12-12 12:18:13,-11.4386,-61.4472,75.56,96,100,3.4,overcast clouds,0.0,0
250,anadyr,RU,2021-12-12 12:18:13,64.75,177.4833,-34.1,74,40,6.71,fog,0.0,0
251,araouane,ML,2021-12-12 12:18:13,18.9048,-3.5265,82.18,6,54,7.85,broken clouds,0.0,0
252,aban,RU,2021-12-12 12:18:13,56.67,96.06,14.95,93,100,7.02,overcast clouds,0.0,0
253,billings,US,2021-12-12 12:16:38,45.7833,-108.5007,23.68,75,4,5.5,clear sky,0.0,0
254,parauna,BR,2021-12-12 12:18:14,-16.9478,-50.4486,75.74,81,98,6.24,overcast clouds,0.0,0
255,kutum,SD,2021-12-12 12:18:14,14.2,24.6667,82.56,13,28,7.2,scattered clouds,0.0,0
256,padang,ID,2021-12-12 12:18:14,-0.9492,100.3543,80.65,86,100,6.24,overcast clouds,0.0,0
257,goroka,PG,2021-12-12 12:18:15,-6.0834,145.3873,63.16,97,86,1.59,overcast clouds,0.0,0
258,klaksvik,FO,2021-12-12 12:18:15,62.2266,-6.589,45.52,75,44,21.25,scattered clouds,0.0,0
259,kapoeta,SS,2021-12-12 12:18:16,4.7717,33.5903,94.08,17,82,21.09,broken clouds,0.0,0
260,paamiut,GL,2021-12-12 12:18:16,61.994,-49.6678,12.87,91,88,6.85,overcast clouds,0.0,0
261,laguna,US,2021-12-12 12:18:16,38.421,-121.4238,52.21,82,90,3.0,overcast clouds,0.0,0
262,avarua,CK,2021-12-12 12:18:16,-21.2078,-159.775,77.05,83,96,6.91,overcast clouds,0.0,0
263,tefe,BR,2021-12-12 12:18:17,-3.3542,-64.7114,75.31,100,75,0.0,light rain,0.0,0
264,clyde river,CA,2021-12-12 12:18:17,70.4692,-68.5914,-1.97,84,20,10.36,few clouds,0.0,0
265,madang,PG,2021-12-12 12:18:17,-5.2246,145.7966,78.37,93,94,3.8,moderate rain,0.0,0
266,tasiilaq,GL,2021-12-12 12:18:18,65.6145,-37.6368,32.16,69,100,28.34,overcast clouds,0.0,0
267,vao,NC,2021-12-12 12:18:18,-22.6667,167.4833,78.39,89,100,17.94,overcast clouds,0.0,0
268,itarema,BR,2021-12-12 12:18:18,-2.9248,-39.9167,87.44,57,56,16.11,broken clouds,0.0,0
269,santiago de cao,PE,2021-12-12 12:18:19,-7.9589,-79.2392,62.73,94,29,3.44,mist,0.0,0
270,lavrentiya,RU,2021-12-12 12:18:19,65.5833,-171.0,-12.26,83,3,6.4,clear sky,0.0,0
271,akyab,MM,2021-12-12 12:18:19,20.15,92.9,79.72,53,1,14.74,clear sky,0.0,0
272,nome,US,2021-12-12 12:18:20,64.5011,-165.4064,-7.53,59,1,12.66,clear sky,0.0,0
273,hualmay,PE,2021-12-12 12:18:20,-11.0964,-77.6139,66.83,88,20,6.62,few clouds,0.0,0
274,havelock,US,2021-12-12 12:18:21,34.8791,-76.9013,53.58,84,90,4.0,overcast clouds,0.0,0
275,saint-junien,FR,2021-12-12 12:18:21,45.8833,0.9,47.34,85,99,2.17,overcast clouds,0.0,0
276,jacareacanga,BR,2021-12-12 12:18:21,-6.2222,-57.7528,76.35,95,100,1.39,overcast clouds,0.0,0
277,nishihara,JP,2021-12-12 12:18:21,26.1842,127.7558,69.08,78,75,14.97,broken clouds,0.0,0
278,lagoa,PT,2021-12-12 12:18:22,39.05,-27.9833,59.63,72,96,32.84,overcast clouds,0.0,0
279,darhan,MN,2021-12-12 12:18:22,49.4867,105.9228,9.16,84,27,7.76,scattered clouds,0.0,0
280,qui nhon,VN,2021-12-12 12:18:22,13.7667,109.2333,73.26,87,75,18.59,broken clouds,0.0,0
281,bilma,NE,2021-12-12 12:18:23,18.6853,12.9164,79.83,7,4,5.66,clear sky,0.0,0
282,berlevag,NO,2021-12-12 12:18:23,70.8578,29.0864,28.71,93,100,12.8,light snow,0.0,0
283,sinazongwe,ZM,2021-12-12 12:18:23,-17.2614,27.4618,95.09,32,7,11.43,clear sky,0.0,0
284,kavieng,PG,2021-12-12 12:18:24,-2.5744,150.7967,82.04,82,100,4.99,light rain,0.0,0
285,xining,CN,2021-12-12 12:18:24,36.6167,101.7667,24.84,33,0,1.48,clear sky,0.0,0
286,zamora,EC,2021-12-12 12:18:24,-4.0692,-78.9567,69.78,88,97,4.16,overcast clouds,0.0,0
287,imbituba,BR,2021-12-12 12:13:44,-28.24,-48.6703,74.82,82,100,2.24,light rain,0.0,0
288,kondopoga,RU,2021-12-12 12:18:25,62.2057,34.2614,6.48,98,95,3.51,overcast clouds,0.0,0
289,san cristobal,VE,2021-12-12 12:18:25,7.7669,-72.225,66.38,85,58,3.44,broken clouds,0.0,0
290,thinadhoo,MV,2021-12-12 12:18:26,0.5333,72.9333,80.62,76,89,7.81,overcast clouds,0.0,0
291,lebu,CL,2021-12-12 12:18:26,-37.6167,-73.65,54.18,73,32,6.89,scattered clouds,0.0,0
292,tezu,IN,2021-12-12 12:18:26,27.9167,96.1667,63.3,60,1,4.09,clear sky,0.0,0
293,bintulu,MY,2021-12-12 12:18:27,3.1667,113.0333,79.21,94,40,4.61,thunderstorm,0.0,0
294,marrakesh,MA,2021-12-12 12:15:00,31.6315,-8.0083,71.67,33,0,1.14,clear sky,0.0,0
295,pyaozerskiy,RU,2021-12-12 12:18:28,65.8333,31.1667,27.0,95,100,6.24,overcast clouds,0.0,0
296,uvarovo,RU,2021-12-12 12:18:28,51.9849,42.2615,25.92,69,78,8.75,broken clouds,0.0,0
297,upernavik,GL,2021-12-12 12:18:28,72.7868,-56.1549,5.85,90,100,8.52,overcast clouds,0.0,0
298,zykovo,RU,2021-12-12 12:18:29,55.9519,93.1461,14.99,83,100,8.28,overcast clouds,0.0,0
299,sasayama,JP,2021-12-12 12:18:29,35.0667,135.2167,55.89,89,83,4.52,broken clouds,0.0,0
300,nawa,IN,2021-12-12 12:18:29,27.0167,75.0,65.52,33,38,6.11,scattered clouds,0.0,0
301,chara,RU,2021-12-12 12:18:30,56.9064,118.2631,-15.34,85,94,0.54,overcast clouds,0.0,0
302,bezhetsk,RU,2021-12-12 12:18:30,57.7851,36.6965,21.74,94,93,9.55,overcast clouds,0.0,0
303,tevriz,RU,2021-12-12 12:18:30,57.509,72.4042,10.89,93,66,6.13,broken clouds,0.0,0
304,talnakh,RU,2021-12-12 12:18:31,69.4865,88.3972,-19.68,83,100,0.54,overcast clouds,0.0,0
305,ranong,TH,2021-12-12 12:18:31,9.9658,98.6348,80.53,84,32,8.52,scattered clouds,0.0,0
306,pecos,US,2021-12-12 12:18:32,31.4229,-103.4932,45.3,36,1,4.61,clear sky,0.0,0
307,gamba,GA,2021-12-12 12:18:32,-2.65,10.0,74.88,94,100,5.03,light rain,0.0,0
308,college,US,2021-12-12 12:18:32,64.8569,-147.8028,-4.79,73,90,0.0,light snow,0.0,0
309,tomatlan,MX,2021-12-12 12:18:33,19.9333,-105.25,66.43,68,41,3.96,scattered clouds,0.0,0
310,trogir,HR,2021-12-12 12:18:33,43.5125,16.2517,48.25,37,0,11.5,clear sky,0.0,0
311,yakeshi,CN,2021-12-12 12:18:33,49.2833,120.7333,-9.4,99,26,4.47,scattered clouds,0.0,0
312,apatity,RU,2021-12-12 12:18:34,67.5641,33.4031,22.59,96,100,5.01,overcast clouds,0.0,0
313,petropavlovsk-kamchatskiy,RU,2021-12-12 12:18:34,53.0452,158.6483,30.79,74,90,17.9,light shower snow,0.0,0
314,ekhabi,RU,2021-12-12 12:18:34,53.5102,142.9671,26.96,97,100,7.02,light snow,0.0,0
315,alofi,NU,2021-12-12 12:18:35,-19.0595,-169.9187,69.69,94,0,1.14,clear sky,0.0,0
316,amahai,ID,2021-12-12 12:18:35,-3.3333,128.9167,81.39,84,96,3.11,moderate rain,0.0,0
317,bereda,ES,2021-12-12 12:18:35,43.2686,-7.5406,55.92,100,80,3.29,broken clouds,0.0,0
318,karlskrona,SE,2021-12-12 12:18:35,56.1616,15.5866,34.25,84,100,4.92,overcast clouds,0.0,0
319,pekalongan,ID,2021-12-12 12:18:36,-6.8886,109.6753,82.0,81,88,3.89,overcast clouds,0.0,0
320,betare oya,CM,2021-12-12 12:18:36,5.6,14.0833,96.96,13,80,8.3,broken clouds,0.0,0
321,sorland,NO,2021-12-12 12:18:36,67.667,12.6934,39.27,73,91,9.84,overcast clouds,0.0,0
322,tukrah,LY,2021-12-12 12:18:37,32.5341,20.5791,63.57,52,66,21.32,broken clouds,0.0,0
323,bathsheba,BB,2021-12-12 12:18:37,13.2167,-59.5167,81.21,78,40,19.57,scattered clouds,0.0,0
324,igarka,RU,2021-12-12 12:18:37,67.4667,86.5833,-16.58,90,100,3.36,overcast clouds,0.0,0
325,cherskiy,RU,2021-12-12 12:18:38,68.75,161.3,-43.74,99,37,2.19,scattered clouds,0.0,0
326,villazon,BO,2021-12-12 12:18:38,-22.0866,-65.5942,51.6,24,3,9.01,clear sky,0.0,0
327,eureka,US,2021-12-12 12:15:28,40.8021,-124.1637,48.92,94,90,1.99,overcast clouds,0.0,0
328,alexandria,EG,2021-12-12 12:16:39,31.2156,29.9553,68.81,55,100,5.84,overcast clouds,0.0,0
329,ruidoso,US,2021-12-12 12:18:39,33.3317,-105.673,39.06,16,1,6.91,clear sky,0.0,0
330,saquarema,BR,2021-12-12 12:18:39,-22.92,-42.5103,84.34,72,100,5.97,overcast clouds,0.0,0
331,coxim,BR,2021-12-12 12:18:39,-18.5067,-54.76,77.22,87,100,4.16,overcast clouds,0.0,0
332,port huron,US,2021-12-12 12:16:42,42.9709,-82.4249,32.99,81,1,4.0,clear sky,0.0,0
333,nagato,JP,2021-12-12 12:18:40,34.3833,131.2,53.51,61,98,17.94,overcast clouds,0.0,0
334,emirdag,TR,2021-12-12 12:18:40,39.0197,31.15,57.45,42,40,6.2,scattered clouds,0.0,0
335,richards bay,ZA,2021-12-12 12:17:05,-28.783,32.0377,84.0,68,86,9.84,overcast clouds,0.0,0
336,markivka,UA,2021-12-12 12:18:40,49.5229,39.5705,35.71,61,58,13.98,broken clouds,0.0,0
337,udachnyy,RU,2021-12-12 12:18:41,66.4167,112.4,-45.83,100,100,3.04,overcast clouds,0.0,0
338,jamame,SO,2021-12-12 12:18:41,0.0722,42.7506,88.65,51,35,17.31,scattered clouds,0.0,0
339,urozhaynoye,RU,2021-12-12 12:18:41,44.7883,44.9228,40.87,64,76,12.41,broken clouds,0.0,0
340,tazovskiy,RU,2021-12-12 12:18:42,67.4667,78.7,-13.23,82,100,6.73,overcast clouds,0.0,0
341,jiaojiang,CN,2021-12-12 12:18:42,28.6803,121.4428,52.0,79,100,12.68,overcast clouds,0.0,0
342,yuyao,CN,2021-12-12 12:18:42,30.05,121.1494,53.8,75,100,7.45,overcast clouds,0.0,0
343,dunhua,CN,2021-12-12 12:18:43,43.3725,128.2425,7.83,81,100,15.9,overcast clouds,0.0,0
344,tambo,PE,2021-12-12 12:18:43,-14.8,-73.9167,36.41,54,25,1.95,scattered clouds,0.0,0
345,lumut,MY,2021-12-12 12:18:44,4.2323,100.6298,82.76,83,20,2.3,few clouds,0.0,0
346,shingu,JP,2021-12-12 12:18:44,33.7333,135.9833,55.44,68,11,10.65,few clouds,0.0,0
347,maniitsoq,GL,2021-12-12 12:18:44,65.4167,-52.9,17.47,74,96,6.26,overcast clouds,0.0,0
348,hondo,JP,2021-12-12 12:18:45,32.45,130.2,53.55,63,69,18.05,broken clouds,0.0,0
349,lisakovsk,KZ,2021-12-12 12:18:45,52.5369,62.4936,7.97,91,7,7.25,clear sky,0.0,0
350,vysokogornyy,RU,2021-12-12 12:18:45,50.1167,139.15,12.49,98,100,2.39,overcast clouds,0.0,0
351,fortuna,US,2021-12-12 12:16:43,40.5982,-124.1573,48.65,93,90,10.0,overcast clouds,0.0,0
352,bicaz,RO,2021-12-12 12:18:46,46.9167,26.0667,38.77,99,100,4.34,light snow,0.0,0
353,nizwa,OM,2021-12-12 12:18:46,22.9333,57.5333,77.76,21,0,5.97,clear sky,0.0,0
354,hasaki,JP,2021-12-12 12:18:46,35.7333,140.8333,61.2,57,37,22.66,scattered clouds,0.0,0
355,pechora,RU,2021-12-12 12:18:47,65.1472,57.2244,16.0,95,100,7.2,snow,0.0,0
356,muros,ES,2021-12-12 12:18:47,42.7762,-9.0603,61.23,89,58,3.56,broken clouds,0.0,0
357,barao de melgaco,BR,2021-12-12 12:18:48,-16.1944,-55.9675,84.72,83,100,5.55,overcast clouds,0.0,0
358,goderich,CA,2021-12-12 12:15:22,43.7501,-81.7165,37.9,69,7,20.71,clear sky,0.0,0
359,marawi,PH,2021-12-12 12:18:48,7.9986,124.2928,70.65,97,85,2.13,overcast clouds,0.0,0
360,burnie,AU,2021-12-12 12:18:49,-41.0667,145.9167,55.33,84,2,13.13,clear sky,0.0,0
361,port blair,IN,2021-12-12 12:18:49,11.6667,92.75,80.73,74,26,11.97,scattered clouds,0.0,0
362,defiance,US,2021-12-12 12:18:49,41.3334,-84.45,33.78,75,1,10.36,clear sky,0.0,0
363,faenza,IT,2021-12-12 12:18:50,44.2857,11.8833,51.48,40,0,3.44,clear sky,0.0,0
364,nemuro,JP,2021-12-12 12:18:50,43.3236,145.575,46.17,92,99,22.12,moderate rain,0.0,0
365,brigantine,US,2021-12-12 12:18:50,39.4101,-74.3646,44.65,59,1,11.5,clear sky,0.0,0
366,yertsevo,RU,2021-12-12 12:18:51,60.7966,40.086,11.03,91,50,7.09,scattered clouds,0.0,0
367,zambezi,ZM,2021-12-12 12:18:51,-13.5432,23.1047,95.49,20,91,6.82,overcast clouds,0.0,0
368,rosarito,MX,2021-12-12 12:18:52,32.3333,-117.0333,51.13,49,7,2.71,clear sky,0.0,0
369,namibe,AO,2021-12-12 12:18:52,-15.1961,12.1522,79.18,60,25,11.3,scattered clouds,0.0,0
370,ingham,US,2021-12-12 12:18:52,42.6,-84.3833,32.23,80,1,4.61,clear sky,0.0,0
371,camana,PE,2021-12-12 12:18:52,-16.6228,-72.7111,67.26,89,100,8.23,overcast clouds,0.0,0
372,sabang,ID,2021-12-12 12:17:08,5.8933,95.3214,82.45,71,12,21.56,few clouds,0.0,0
373,culebra,PR,2021-12-12 12:18:53,18.303,-65.301,80.64,78,53,11.99,broken clouds,0.0,0
374,omsukchan,RU,2021-12-12 12:18:53,62.5333,155.8,-6.23,82,100,3.71,overcast clouds,0.0,0
375,sawakin,SD,2021-12-12 12:18:53,19.1059,37.3321,84.7,60,14,17.65,few clouds,0.0,0
376,ayan,RU,2021-12-12 12:18:54,56.45,138.1667,10.96,69,100,11.23,overcast clouds,0.0,0
377,fort nelson,CA,2021-12-12 12:18:54,58.8053,-122.7002,0.99,78,90,4.61,light snow,0.0,0
378,yining,CN,2021-12-12 12:18:55,29.0361,114.5636,48.45,89,100,2.73,overcast clouds,0.0,0
379,kirakira,SB,2021-12-12 12:18:55,-10.4544,161.9205,80.82,86,100,10.31,overcast clouds,0.0,0
380,shirokiy,RU,2021-12-12 12:18:55,49.758,129.523,4.1,90,100,15.01,overcast clouds,0.0,0
381,cabedelo,BR,2021-12-12 12:18:56,-6.9811,-34.8339,84.87,63,12,13.76,few clouds,0.0,0
382,nioro,GM,2021-12-12 12:18:56,13.35,-15.75,92.3,28,82,2.35,broken clouds,0.0,0
383,acarau,BR,2021-12-12 12:18:57,-2.8856,-40.12,87.08,59,50,16.71,scattered clouds,0.0,0
384,ola,RU,2021-12-12 12:18:57,59.5833,151.2833,14.61,89,100,14.56,light snow,0.0,0
385,port-gentil,GA,2021-12-12 12:18:57,-0.7193,8.7815,78.4,84,100,8.59,overcast clouds,0.0,0
386,rio grande,BR,2021-12-12 12:18:58,-32.035,-52.0986,77.95,66,0,7.49,clear sky,0.0,0
387,severo-yeniseyskiy,RU,2021-12-12 12:18:58,60.3725,93.0408,-8.23,100,93,1.1,overcast clouds,0.0,0
388,taoudenni,ML,2021-12-12 12:18:58,22.6783,-3.9836,79.9,10,35,12.66,scattered clouds,0.0,0
389,nanortalik,GL,2021-12-12 12:18:59,60.1432,-45.2371,23.63,77,81,18.43,broken clouds,0.0,0
390,basco,PH,2021-12-12 12:18:59,20.4487,121.9702,76.3,65,20,22.1,few clouds,0.0,0
391,sitka,US,2021-12-12 12:18:59,57.0531,-135.33,35.49,64,90,20.71,light snow,0.0,0
392,tianmen,CN,2021-12-12 12:19:00,30.6516,113.1603,50.04,63,33,7.61,scattered clouds,0.0,0
393,lieksa,FI,2021-12-12 12:19:00,63.3167,30.0167,25.57,96,100,6.69,light snow,0.0,0
394,vanimo,PG,2021-12-12 12:19:00,-2.6741,141.3028,80.19,88,98,10.11,overcast clouds,0.0,0
395,ambon,ID,2021-12-12 12:19:01,-3.6954,128.1814,78.94,89,40,8.05,scattered clouds,0.0,0
396,bud,US,2021-12-12 12:19:01,39.447,-86.1758,31.32,82,33,6.62,scattered clouds,0.0,0
397,lang son,VN,2021-12-12 12:19:02,21.8333,106.7333,59.41,63,99,10.2,overcast clouds,0.0,0
398,vieques,PR,2021-12-12 12:19:02,18.425,-65.8329,80.64,83,75,8.05,broken clouds,0.0,0
399,ponta delgada,PT,2021-12-12 12:19:02,37.7333,-25.6667,63.5,72,40,11.5,scattered clouds,0.0,0
400,sao filipe,CV,2021-12-12 12:19:02,14.8961,-24.4956,75.02,68,48,7.45,scattered clouds,0.0,0
401,kushima,JP,2021-12-12 12:19:03,31.4583,131.2333,55.44,73,6,11.14,clear sky,0.0,0
402,piranshahr,IR,2021-12-12 12:19:03,36.701,45.1413,49.01,46,2,2.3,clear sky,0.0,0
403,maldonado,UY,2021-12-12 12:19:04,-34.6667,-54.9167,78.22,50,5,9.31,clear sky,0.0,0
404,boa vista,BR,2021-12-12 12:14:16,2.8197,-60.6733,78.93,80,100,7.74,overcast clouds,0.0,0
405,kothi,IN,2021-12-12 12:19:04,24.75,80.7833,63.37,36,9,3.78,clear sky,0.0,0
406,nijar,ES,2021-12-12 12:19:04,36.9665,-2.206,67.64,40,0,10.36,clear sky,0.0,0
407,seversk,RU,2021-12-12 12:18:23,56.6006,84.8864,4.15,100,92,3.76,overcast clouds,0.0,0
408,lakselv,NO,2021-12-12 12:19:05,70.0513,24.9718,26.42,86,90,9.22,light snow,0.0,0
409,duiwelskloof,ZA,2021-12-12 12:19:05,-23.6934,30.14,94.84,22,31,7.65,scattered clouds,0.0,0
410,kenora,CA,2021-12-12 12:15:22,49.8167,-94.4337,28.38,74,1,11.5,clear sky,0.0,0
411,trud,BG,2021-12-12 12:19:06,42.2333,24.7333,52.74,100,75,13.8,broken clouds,0.0,0
412,oksfjord,NO,2021-12-12 12:19:06,70.2396,22.3479,29.32,89,98,7.83,overcast clouds,0.0,0
413,kununurra,AU,2021-12-12 12:19:06,-15.7667,128.7333,91.38,46,8,12.66,clear sky,0.0,0
414,saint-francois,FR,2021-12-12 12:19:06,46.4154,3.9054,44.04,81,75,3.44,broken clouds,0.0,0
415,hun,LY,2021-12-12 12:19:07,29.1268,15.9477,61.02,45,0,7.49,clear sky,0.0,0
416,baykit,RU,2021-12-12 12:19:07,61.67,96.37,-12.68,99,99,3.31,overcast clouds,0.0,0
417,santa cruz,BO,2021-12-12 12:14:56,-17.8,-63.1667,74.66,100,90,21.85,thunderstorm with rain,0.0,0
418,platteville,US,2021-12-12 12:19:07,42.7342,-90.4785,32.14,93,1,11.5,clear sky,0.0,0
419,conde,BR,2021-12-12 12:19:08,-7.2597,-34.9075,83.66,70,75,10.36,broken clouds,0.0,0
420,olafsvik,IS,2021-12-12 12:19:08,64.8945,-23.7142,42.22,89,100,19.66,overcast clouds,0.0,0
421,armidale,AU,2021-12-12 12:19:08,-30.5167,151.65,51.71,98,50,5.86,scattered clouds,0.0,0
422,jalu,LY,2021-12-12 12:19:09,29.0331,21.5482,69.24,24,99,7.52,overcast clouds,0.0,0
423,vostok,RU,2021-12-12 12:19:10,46.4856,135.8833,7.16,96,100,4.85,light snow,0.0,0
424,vavoua,CI,2021-12-12 12:19:10,7.3819,-6.4778,96.03,27,11,3.09,few clouds,0.0,0
425,vryburg,ZA,2021-12-12 12:19:10,-26.9566,24.7284,86.85,30,100,12.66,overcast clouds,0.0,0
426,along,IN,2021-12-12 12:19:11,28.1667,94.7667,59.0,67,0,1.43,clear sky,0.0,0
427,paragominas,BR,2021-12-12 12:19:11,-2.9667,-47.4833,81.54,74,94,6.82,overcast clouds,0.0,0
428,san juan,AR,2021-12-12 12:18:31,-31.5375,-68.5364,68.43,59,16,20.15,few clouds,0.0,0
429,maryborough,AU,2021-12-12 12:19:11,-25.5333,152.7,75.11,78,5,6.58,clear sky,0.0,0
430,lysva,RU,2021-12-12 12:19:12,58.1086,57.8053,1.44,98,48,1.81,scattered clouds,0.0,0
431,broken hill,AU,2021-12-12 12:19:12,-31.95,141.4333,80.47,16,23,7.83,few clouds,0.0,0
432,hasilpur,PK,2021-12-12 12:19:12,29.7122,72.5553,66.29,18,79,2.04,broken clouds,0.0,0
433,simpang,ID,2021-12-12 12:19:13,-1.2667,104.0833,76.06,93,100,1.59,overcast clouds,0.0,0
434,melaka,MY,2021-12-12 12:19:13,2.196,102.2405,80.64,83,20,3.44,few clouds,0.0,0
435,samfya,ZM,2021-12-12 12:19:13,-11.3649,29.5565,91.0,23,21,5.91,few clouds,0.0,0
436,marzuq,YE,2021-12-12 12:19:14,14.4,46.4667,71.15,24,0,9.19,clear sky,0.0,0
437,zemio,CF,2021-12-12 12:19:14,5.0314,25.1361,98.83,19,66,7.76,broken clouds,0.0,0
438,magadan,RU,2021-12-12 12:19:14,59.5667,150.8,13.51,94,100,13.24,light snow,0.0,0
439,urumqi,CN,2021-12-12 12:18:02,43.801,87.6005,4.15,78,2,0.0,clear sky,0.0,0
440,gisborne,NZ,2021-12-12 12:19:15,-38.6533,178.0042,60.94,94,100,7.38,overcast clouds,0.0,0
441,awbari,LY,2021-12-12 12:19:15,26.5921,12.7805,65.17,22,17,8.12,few clouds,0.0,0
442,sisimiut,GL,2021-12-12 12:19:16,66.9395,-53.6735,18.82,92,100,6.38,light snow,0.0,0
443,tornio,FI,2021-12-12 12:19:16,65.8481,24.1466,26.62,97,100,9.24,overcast clouds,0.0,0
444,bontang,ID,2021-12-12 12:19:16,0.1333,117.5,78.48,85,84,6.13,light rain,0.0,0
445,margate,GB,2021-12-12 12:19:17,51.3813,1.3862,56.97,80,50,4.0,scattered clouds,0.0,0
446,kangaatsiaq,GL,2021-12-12 12:19:17,68.3065,-53.4641,19.35,93,93,2.01,light snow,0.0,0
447,gogrial,SS,2021-12-12 12:19:17,8.5332,28.1004,99.46,14,51,6.04,broken clouds,0.0,0
448,andros town,BS,2021-12-12 12:19:18,24.7,-77.7667,73.36,79,0,10.65,clear sky,0.0,0
449,beloha,MG,2021-12-12 12:19:18,-25.1667,45.05,100.02,27,4,14.94,clear sky,0.0,0
450,faanui,PF,2021-12-12 12:19:19,-16.4833,-151.75,80.2,73,100,8.21,overcast clouds,0.0,0
451,paraiba do sul,BR,2021-12-12 12:19:19,-22.1619,-43.2928,79.7,77,97,6.78,overcast clouds,0.0,0
452,brae,GB,2021-12-12 12:19:19,60.3964,-1.353,48.11,78,90,18.45,overcast clouds,0.0,0
453,abu samrah,SY,2021-12-12 12:19:20,35.3029,37.1841,66.18,33,41,8.28,scattered clouds,0.0,0
454,dzerzhinsk,RU,2021-12-12 12:19:20,56.2389,43.4631,13.82,85,0,4.47,clear sky,0.0,0
455,ust-nera,RU,2021-12-12 12:19:20,64.5667,143.2,-40.0,97,73,1.25,broken clouds,0.0,0
456,sistranda,NO,2021-12-12 12:19:21,63.7256,8.834,39.9,85,100,13.29,overcast clouds,0.0,0
457,kampong thum,KH,2021-12-12 12:19:21,12.7111,104.8887,78.82,64,82,5.46,broken clouds,0.0,0
458,chapais,CA,2021-12-12 12:19:21,49.7834,-74.8492,19.18,84,100,18.1,overcast clouds,0.0,0
459,hofn,IS,2021-12-12 12:19:22,64.2539,-15.2082,41.72,87,76,26.64,broken clouds,0.0,0
460,notre-dame-de-gravenchon,FR,2021-12-12 12:19:22,49.4894,0.5719,55.08,85,96,8.72,overcast clouds,0.0,0
461,tselinnoye,RU,2021-12-12 12:19:22,53.0833,85.6667,18.18,90,100,8.21,overcast clouds,0.0,0
462,biak,ID,2021-12-12 12:19:23,-0.9131,122.8766,79.34,85,82,1.7,broken clouds,0.0,0
463,la rioja,ES,2021-12-12 12:16:46,42.25,-2.5,52.48,55,33,2.55,scattered clouds,0.0,0
464,maxixe,MZ,2021-12-12 12:19:23,-23.8597,35.3472,89.42,58,20,20.71,few clouds,0.0,0
465,fort-shevchenko,KZ,2021-12-12 12:19:23,44.5086,50.263,36.16,65,79,17.16,broken clouds,0.0,0
466,tombouctou,ML,2021-12-12 12:19:24,20.0,-3.0,81.46,6,19,9.35,few clouds,0.0,0
467,roberval,CA,2021-12-12 12:19:24,48.5168,-72.2324,29.03,59,40,23.02,scattered clouds,0.0,0
468,carora,VE,2021-12-12 12:19:24,10.1755,-70.0827,68.0,81,38,0.65,scattered clouds,0.0,0
469,seoul,KR,2021-12-12 12:15:03,37.5683,126.9778,29.59,31,13,12.53,few clouds,0.0,0
470,santana do mundau,BR,2021-12-12 12:19:25,-9.1681,-36.2222,84.18,53,94,10.16,overcast clouds,0.0,0
471,general roca,AR,2021-12-12 12:18:22,-39.0333,-67.5833,61.2,33,19,24.83,few clouds,0.0,0
